Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      5.24     0.00        2     0.00     0.00  sub_10067630()
  0.00      5.24     0.00        2     0.00     0.00  sub_100688a0()
  0.00      5.24     0.00        2     0.00     1.42  sub_100688d0()
  0.00      5.24     0.00        2     0.00     0.71  sub_100689e0()
  0.00      5.24     0.00        2     0.00     0.00  sub_100689f0()
  0.00      5.24     0.00        2     0.00     0.71  sub_10068a30()
  0.00      5.24     0.00        2     0.00     0.71  sub_10068ac0()
  0.00      5.24     0.00        2     0.00     0.00  sub_10068b80()
  0.00      5.24     0.00        2     0.00     0.00  sub_1006a130()
  0.00      5.24     0.00        2     0.00     0.00  sub_1006a190()
  0.00      5.24     0.00        2     0.00     4.26  sub_1006bd90()
  0.00      5.24     0.00        2     0.00    12.44  sub_1006be50()
  0.00      5.24     0.00        2     0.00     2.93  sub_1006c0b0()
  0.00      5.24     0.00        2     0.00     4.75  sub_1006c1c0()
  0.00      5.24     0.00        2     0.00     0.01  sub_1006db10()
  0.00      5.24     0.00        2     0.00     0.00  sub_1006e820()
  0.00      5.24     0.00        2     0.00     0.00  sub_1006f110()
  0.00      5.24     0.00        2     0.00     0.00  sub_100dfe20()
  0.00      5.24     0.00        2     0.00     3.33  sub_110018d0()
  0.00      5.24     0.00        2     0.00     0.00  sub_11005e70()
  0.00      5.24     0.00        2     0.00     0.00  kernel32::GetModuleFileNameA()
  0.00      5.24     0.00        1     0.00     0.00  _GLOBAL__sub_I_allocatorPtr
  0.00      5.24     0.00        1     0.00     0.01  sub_10003dd0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10004fe0()
  0.00      5.24     0.00        1     0.00     0.01  sub_10007550()
  0.00      5.24     0.00        1     0.00     0.00  sub_10007a70()
  0.00      5.24     0.00        1     0.00    23.94  sub_10007be0()
  0.00      5.24     0.00        1     0.00     6.18  sub_10007d90()
  0.00      5.24     0.00        1     0.00     4.47  sub_10008670()
  0.00      5.24     0.00        1     0.00     1.29  sub_10008bc0()
  0.00      5.24     0.00        1     0.00     2.69  sub_100094c0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10009760()
  0.00      5.24     0.00        1     0.00    92.94  sub_10009970()
  0.00      5.24     0.00        1     0.00     2.69  sub_1000b990()
  0.00      5.24     0.00        1     0.00   493.48  sub_1000c600()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001b520()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001b8f0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001b930()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001bd40()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001be20()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001beb0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001c370()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001c440()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001d250()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001d280()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001d820()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001d850()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001d880()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001db50()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001db80()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001dcd0()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001dd00()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001dd60()
  0.00      5.24     0.00        1     0.00     0.01  sub_1001dd90()
  0.00      5.24     0.00        1     0.00     0.00  sub_1001fb70()
  0.00      5.24     0.00        1     0.00     0.01  sub_10022f40()
  0.00      5.24     0.00        1     0.00     0.00  sub_10022ff0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10023050()
  0.00      5.24     0.00        1     0.00     0.00  sub_10025780()
  0.00      5.24     0.00        1     0.00     0.00  sub_100257f0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10025ab0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10025b60()
  0.00      5.24     0.00        1     0.00     0.00  sub_10025ce0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10026080()
  0.00      5.24     0.00        1     0.00     3.33  sub_10031080()
  0.00      5.24     0.00        1     0.00     0.00  sub_10031870()
  0.00      5.24     0.00        1     0.00     3.33  sub_100318b0()
  0.00      5.24     0.00        1     0.00     0.01  sub_10032030()
  0.00      5.24     0.00        1     0.00     0.00  sub_10032920()
  0.00      5.24     0.00        1     0.00     0.01  sub_10032d20()
  0.00      5.24     0.00        1     0.00     0.02  sub_10032d80()
  0.00      5.24     0.00        1     0.00     3.36  sub_10032ea0()
  0.00      5.24     0.00        1     0.00    50.33  sub_100370b0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10040930()
  0.00      5.24     0.00        1     0.00     0.00  sub_100498f0()
  0.00      5.24     0.00        1     0.00     0.01  sub_1004aad0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004b200()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004d1e0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004dcb0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004e400()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004e440()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004e4e0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1004e520()
  0.00      5.24     0.00        1     0.00    50.00  sub_10050e70()
  0.00      5.24     0.00        1     0.00     0.02  sub_10051810()
  0.00      5.24     0.00        1     0.00     0.00  sub_10056300()
  0.00      5.24     0.00        1     0.00     0.00  sub_10056390()
  0.00      5.24     0.00        1     0.00     0.35  sub_10056550()
  0.00      5.24     0.00        1     0.00     0.00  sub_10057bb0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10058580()
  0.00      5.24     0.00        1     0.00     0.00  sub_100585c0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1005a550()
  0.00      5.24     0.00        1     0.00     0.00  sub_1005a870()
  0.00      5.24     0.00        1     0.00     0.00  sub_1005f1f0()
  0.00      5.24     0.00        1     0.00     3.86  sub_1005f4c0()
  0.00      5.24     0.00        1     0.00    10.00  sub_1005f520()
  0.00      5.24     0.00        1     0.00     0.00  sub_10062160()
  0.00      5.24     0.00        1     0.00    71.71  sub_10062240()
  0.00      5.24     0.00        1     0.00     3.82  sub_10062310()
  0.00      5.24     0.00        1     0.00    10.00  sub_10062390()
  0.00      5.24     0.00        1     0.00     0.00  sub_10062820()
  0.00      5.24     0.00        1     0.00     0.00  sub_10064040()
  0.00      5.24     0.00        1     0.00     0.00  sub_10064090()
  0.00      5.24     0.00        1     0.00     0.00  sub_10064380()
  0.00      5.24     0.00        1     0.00     0.00  sub_10067280()
  0.00      5.24     0.00        1     0.00     0.00  sub_10067770()
  0.00      5.24     0.00        1     0.00     0.00  sub_10067920()
  0.00      5.24     0.00        1     0.00     3.82  sub_10068810()
  0.00      5.24     0.00        1     0.00    13.15  sub_100688f0()
  0.00      5.24     0.00        1     0.00     0.00  sub_10068960()
  0.00      5.24     0.00        1     0.00     4.26  sub_10068970()
  0.00      5.24     0.00        1     0.00     0.00  sub_10068a00()
  0.00      5.24     0.00        1     0.00    71.70  sub_10068d00()
  0.00      5.24     0.00        1     0.00    71.70  sub_10068e20()
  0.00      5.24     0.00        1     0.00    71.70  sub_10069b20()
  0.00      5.24     0.00        1     0.00     0.00  sub_10069e70()
  0.00      5.24     0.00        1     0.00     3.82  sub_1006a370()
  0.00      5.24     0.00        1     0.00     0.00  sub_1006baf0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1006bc90()
  0.00      5.24     0.00        1     0.00     1.62  sub_1006bf90()
  0.00      5.24     0.00        1     0.00    63.13  sub_1006c600()
  0.00      5.24     0.00        1     0.00     0.00  sub_1006dd10()
  0.00      5.24     0.00        1     0.00     0.00  sub_1006dd60()
  0.00      5.24     0.00        1     0.00     0.00  sub_1006dd70()
  0.00      5.24     0.00        1     0.00     0.00  sub_1006ed10()
  0.00      5.24     0.00        1     0.00    10.70  sub_1006ee10()
  0.00      5.24     0.00        1     0.00    50.32  sub_10073330()
  0.00      5.24     0.00        1     0.00     0.31  sub_10077ad0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100799e0()
  0.00      5.24     0.00        1     0.00     0.00  sub_1007a420()
  0.00      5.24     0.00        1     0.00    50.32  sub_1007a4b0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100ca5ff()
  0.00      5.24     0.00        1     0.00     0.00  sub_100dfd80()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e45f0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4610()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4630()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4650()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4670()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4690()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e46b0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e46d0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e46f0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4710()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4730()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4750()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4770()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4790()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e47b0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e47d0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e47f0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4810()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4830()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4850()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4870()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4890()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e48b0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e48e0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4900()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4920()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4940()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4960()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4980()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e49a0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e49c0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e49e0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4a00()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4a20()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4a40()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4a60()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4a80()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4ab0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4ae0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4b10()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4b40()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4b70()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4b90()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4bb0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4bd0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4bf0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4c10()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4c30()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4c60()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4c90()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4cb0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4cf0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4d00()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4d20()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4d60()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4d70()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4d90()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4db0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4dd0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4df0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4e10()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4e30()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4e50()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4e70()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4e90()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4eb0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4ef0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4f06()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4f1c()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4f28()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4f3e()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4f50()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4f70()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e4fe0()
  0.00      5.24     0.00        1     0.00     0.00  sub_100e5000()
  0.00      5.24     0.00        1     0.00     0.00  sub_11001531()
  0.00      5.24     0.00        1     0.00     0.00  sub_11001582()
  0.00      5.24     0.00        1     0.00     3.33  sub_110015fc()
  0.00      5.24     0.00        1     0.00     0.00  sub_110045d0()
  0.00      5.24     0.00        1     0.00     0.00  sub_11006054()
  0.00      5.24     0.00        1     0.00     0.00  sub_11006066()
  0.00      5.24     0.00        1     0.00     0.00  allocate(int)
  0.00      5.24     0.00        1     0.00     0.01  kernel32::LoadLibraryA()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.19% of 5.24 seconds

index % time    self  children    called     name
                0.00    4.41     400/400         sub_1001b470() [3]
[1]     84.2    0.00    4.41     400         sub_100557e0() [1]
                0.00    4.41     400/400         sub_10056b90() [2]
-----------------------------------------------
                0.00    4.41     400/400         sub_100557e0() [1]
[2]     84.2    0.00    4.41     400         sub_10056b90() [2]
                0.17    3.15    5034/5034        sub_10015160() [4]
                0.00    0.59     400/400         sub_10016ed0() [8]
                0.25    0.20    4645/4645        sub_100176d0() [16]
                0.05    0.00     400/400         sub_10055bd0() [50]
                0.00    0.00     400/400         sub_10067f10() [231]
                0.00    0.00     400/400         sub_10067f50() [232]
                0.00    0.00    4645/4645        sub_10055810() [429]
                0.00    0.00     400/400         sub_100559b0() [474]
                0.00    0.00     400/400         sub_1001cfb0() [468]
                0.00    0.00     400/400         sub_10056aa0() [475]
-----------------------------------------------
                                                 <spontaneous>
[3]     84.2    0.00    4.41                 sub_1001b470() [3]
                0.00    4.41     400/400         sub_100557e0() [1]
-----------------------------------------------
                0.17    3.15    5034/5034        sub_10056b90() [2]
[4]     63.3    0.17    3.15    5034         sub_10015160() [4]
                0.49    0.48   25274/25274       sub_10066dc0() [5]
                0.29    0.58   18274/18274       subopt_10062f90() [6]
                0.56    0.10    9960/9960        subopt_1005d330() [7]
                0.34    0.00    7903/7903        subopt_1005a9d0() [19]
                0.01    0.27   21738/21738       subopt_10060640() [20]
                0.01    0.00   73096/73096       subopt_10062c60() [102]
                0.01    0.00   18274/18274       subopt_10058230() [113]
                0.01    0.00   25274/50548       subopt_100656a0() [105]
                0.00    0.00    3536/3536        subopt_100617c0() [202]
                0.00    0.00   87106/105485      sub_100c8680() [391]
                0.00    0.00   25274/25274       subopt_10065830() [410]
                0.00    0.00   21738/21738       subopt_1005f7e0() [413]
                0.00    0.00   20136/20136       subopt_10056420() [416]
                0.00    0.00   17863/17863       subopt_10059ed0() [419]
                0.00    0.00    5034/5034        subopt_1001a000() [424]
                0.00    0.00      36/36          subopt_100678c0() [566]
-----------------------------------------------
                0.49    0.48   25274/25274       sub_10015160() [4]
[5]     18.4    0.49    0.48   25274         sub_10066dc0() [5]
                0.13    0.00 5623864/5843051     fpuinsns::fldst(int) [27]
                0.11    0.00 10333558/10581981     fpuinsns::fppop() [30]
                0.10    0.00 4228692/4378113     fpuinsns::fppush(double) [31]
                0.07    0.00 5573316/5633464     fpuinsns::faddst(int) [41]
                0.02    0.00 1434838/1505268     fpuinsns::fsubrpst(int) [78]
                0.02    0.00 1485386/1559196     fpuinsns::fmulst(int) [77]
                0.02    0.00 3567262/4238518     fpuinsns::fxchst2(int, int) [76]
                0.01    0.00  151644/356658      fpuinsns::fstpst(int) [64]
                0.01    0.00   25274/25274       StackGuard::~StackGuard() [108]
                0.00    0.00   25274/482961      fpuinsns::fmulpst(int) [101]
                0.00    0.00  672312/672312      fpuinsns::faddst2(int, int) [388]
                0.00    0.00   75822/247678      fpuinsns::fsubpst(int) [389]
                0.00    0.00   50548/64887       fpuinsns::fcomp32(unsigned int) [396]
                0.00    0.00   25274/25291       fpuinsns::fmulst2(int, int) [409]
-----------------------------------------------
                0.29    0.58   18274/18274       sub_10015160() [4]
[6]     16.5    0.29    0.58   18274         subopt_10062f90() [6]
                0.49    0.09 1357617/1357617     subopt_10062e20() [9]
                0.00    0.00   18274/54000       subopt_10007230() [398]
-----------------------------------------------
                0.56    0.10    9960/9960        sub_10015160() [4]
[7]     12.7    0.56    0.10    9960         subopt_1005d330() [7]
                0.10    0.00 1612204/2969821     subopt_100685e0() [26]
                0.00    0.00    9960/54000       subopt_10007230() [398]
-----------------------------------------------
                0.00    0.59     400/400         sub_10056b90() [2]
[8]     11.3    0.00    0.59     400         sub_10016ed0() [8]
                0.00    0.53     400/400         sub_10062630() [10]
                0.03    0.00     800/800         sub_10056490() [66]
                0.03    0.00     400/400         sub_1005a700() [67]
                0.00    0.00     400/400         sub_10059ed0() [150]
                0.00    0.00    1600/1615        sub_10062430() [206]
                0.00    0.00    8000/8125        sub_1005a420() [262]
                0.00    0.00     800/800         sub_10056420() [451]
                0.00    0.00     400/692         sub_10058230() [459]
                0.00    0.00     400/95431       sub_100ca3c0() [393]
                0.00    0.00     400/400         sub_1003ae40() [469]
-----------------------------------------------
                0.49    0.09 1357617/1357617     subopt_10062f90() [6]
[9]     11.0    0.49    0.09 1357617         subopt_10062e20() [9]
                0.09    0.00 1357617/2969821     subopt_100685e0() [26]
-----------------------------------------------
                0.00    0.53     400/400         sub_10016ed0() [8]
[10]    10.1    0.00    0.53     400         sub_10062630() [10]
                0.00    0.50     400/400         sub_10068870() [12]
                0.00    0.02     800/814         sub_10068890() [71]
                0.00    0.00     400/417         sub_100dfe70() [465]
                0.00    0.00     400/417         sub_100dfeb0() [466]
                0.00    0.00     400/40263       sub_10007230() [402]
-----------------------------------------------
                0.00    0.26       1/2           sub_1001b540() [22]
                0.00    0.26       1/2           sub_1000c600() [15]
[11]     9.9    0.00    0.52       2         sub_1000a710() [11]
                0.00    0.45       8/8           sub_10019620() [17]
                0.00    0.05       2/2           sub_100016e0() [54]
                0.00    0.01       2/2           sub_10064530() [131]
                0.00    0.01       2/2           sub_10026040() [140]
                0.00    0.00       2/2           sub_100073c0() [172]
                0.00    0.00       2/3           sub_10003a90() [199]
                0.00    0.00       4/4           sub_1001d520() [254]
                0.00    0.00       4/4           sub_1001d550() [255]
                0.00    0.00       2/2           sub_10009270() [276]
                0.00    0.00       2/2           sub_1001e2d0() [279]
                0.00    0.00       2/2           sub_1001e300() [280]
                0.00    0.00       2/2           sub_1001e330() [281]
                0.00    0.00       2/2           sub_1001d2b0() [277]
                0.00    0.00       2/3           sub_1001d3d0() [267]
                0.00    0.00       6/6           sub_10007490() [329]
                0.00    0.00       2/5           sub_10055700() [346]
                0.00    0.00      16/105485      sub_100c8680() [391]
                0.00    0.00       8/21          sub_100ca480() [599]
                0.00    0.00       8/46          sub_100c9ce7() [534]
                0.00    0.00       8/16          sub_10019570() [619]
                0.00    0.00       4/21339       sub_100c9890() [414]
                0.00    0.00       2/3           sub_1001a500() [720]
                0.00    0.00       2/2           sub_10007b40() [738]
                0.00    0.00       2/3           sub_10001670() [718]
                0.00    0.00       2/5           sub_100557c0() [687]
                0.00    0.00       2/29360       sub_100c8749() [405]
                0.00    0.00       2/3           sub_1001d3a0() [721]
                0.00    0.00       2/2           sub_100230c0() [741]
-----------------------------------------------
                0.00    0.50     400/400         sub_10062630() [10]
[12]     9.6    0.00    0.50     400         sub_10068870() [12]
                0.06    0.44     400/400         sub_1006b050() [13]
-----------------------------------------------
                0.06    0.44     400/400         sub_10068870() [12]
[13]     9.6    0.06    0.44     400         sub_1006b050() [13]
                0.24    0.00   12000/12000       sub_1006ff60_native(char*, float*, int) [24]
                0.00    0.11     400/400         subopt_1006df90() [29]
                0.00    0.05     800/800         subopt_1006d830() [48]
                0.01    0.00     800/800         subopt_1006efe0() [121]
                0.01    0.00     800/800         subopt_1006ce60() [120]
                0.01    0.00     800/800         subopt_1006ccd0() [119]
                0.00    0.01     800/800         subopt_1006fb80() [134]
                0.00    0.00     400/400         subopt_10070470() [227]
                0.00    0.00     400/400         subopt_10070420() [226]
                0.00    0.00     800/800         subopt_1006f230() [452]
-----------------------------------------------
                                                 <spontaneous>
[14]     9.4    0.00    0.49                 sub_10015070() [14]
                0.00    0.49       1/1           sub_1000c600() [15]
                0.00    0.00       1/3           sub_10032fa0() [161]
                0.00    0.00       1/1           sub_10026080() [337]
                0.00    0.00       1/29360       sub_100c8749() [405]
                0.00    0.00       1/4           sub_1000c430() [695]
-----------------------------------------------
                0.00    0.49       1/1           sub_10015070() [14]
[15]     9.4    0.00    0.49       1         sub_1000c600() [15]
                0.00    0.26       1/2           sub_1000a710() [11]
                0.00    0.09       1/1           sub_10009970() [32]
                0.00    0.05       1/1           sub_100370b0() [45]
                0.00    0.02       5/5           sub_1000c580() [72]
                0.00    0.02       1/1           sub_10007be0() [74]
                0.00    0.01       9/10          sub_1004b8b0() [89]
                0.00    0.01       4/4           sub_1000b930() [92]
                0.00    0.01       1/1           sub_10007d90() [143]
                0.00    0.00       1/1           sub_10008670() [151]
                0.00    0.00       1/1           sub_1000b990() [169]
                0.00    0.00       1/1           sub_10008bc0() [194]
                0.00    0.00       1/1           sub_10056550() [208]
                0.00    0.00       1/3           sub_10003a90() [199]
                0.00    0.00       1/76          sub_100c924a() [126]
                0.00    0.00      10/10          sub_1001d460() [228]
                0.00    0.00      10/10          sub_1001d490() [229]
                0.00    0.00       5/5           sub_100074f0() [234]
                0.00    0.00       5/5           sub_1001d4c0() [237]
                0.00    0.00       5/5           sub_1001d4f0() [238]
                0.00    0.00       5/5           sub_1001d1c0() [235]
                0.00    0.00       5/5           sub_1001d220() [236]
                0.00    0.00       4/4           sub_1001d190() [252]
                0.00    0.00       4/4           sub_1001d1f0() [253]
                0.00    0.00       1/1           sub_10007550() [295]
                0.00    0.00       1/1           sub_1001d280() [297]
                0.00    0.00       1/1           sub_1001d250() [296]
                0.00    0.00      25/25          sub_10007430() [307]
                0.00    0.00       1/2           sub_1004aaa0() [286]
                0.00    0.00       2/10          sub_10058690() <cycle 4> [264]
                0.00    0.00      19/20          sub_10005150() [310]
                0.00    0.00       2/3           sub_1004b2c0() [332]
                0.00    0.00       1/1           sub_10056300() [351]
                0.00    0.00       1/1           sub_10009760() [356]
                0.00    0.00       2/268         sub_100ca661() <cycle 3> [282]
                0.00    0.00       1/1617        sub_1004b180() [221]
                0.00    0.00       1/27          sub_1004b660() [322]
                0.00    0.00       4/1083893     sub_100c90d2_native(char const*, char const*) [75]
                0.00    0.00       5/8125        sub_1005a420() [262]
                0.00    0.00     333/53912       sub_100c9f1a() [399]
                0.00    0.00     125/125         sub_10077ca0() [499]
                0.00    0.00     123/29360       sub_100c8749() [405]
                0.00    0.00      30/396         sub_1005cf90() [478]
                0.00    0.00      26/46          sub_100c9ce7() [534]
                0.00    0.00      18/105485      sub_100c8680() [391]
                0.00    0.00      14/14          sub_1004c2a0() [625]
                0.00    0.00      12/462         sub_10058970() [464]
                0.00    0.00      10/166         sub_1005b7d0() [493]
                0.00    0.00      10/88          sub_10058ab0() [506]
                0.00    0.00      10/94          sub_1005a960() [505]
                0.00    0.00      10/21339       sub_100c9890() [414]
                0.00    0.00       9/10          sub_1004b6d0() [636]
                0.00    0.00       9/10          sub_1004b950() [637]
                0.00    0.00       8/148876      sub_10065960() [390]
                0.00    0.00       8/8           sub_1004c430() [661]
                0.00    0.00       4/4           sub_1001d160() [696]
                0.00    0.00       3/246         sub_10007190() [484]
                0.00    0.00       3/17          sub_100c9860() [617]
                0.00    0.00       3/246         sub_10058870() [486]
                0.00    0.00       1/10          sub_10049d80() [635]
                0.00    0.00       1/1           sub_10056390() [782]
                0.00    0.00       1/1           sub_1005f1f0() [788]
                0.00    0.00       1/3           sub_10049ed0() [722]
                0.00    0.00       1/27          sub_1004b0d0() [585]
-----------------------------------------------
                0.25    0.20    4645/4645        sub_10056b90() [2]
[16]     8.6    0.25    0.20    4645         sub_100176d0() [16]
                0.00    0.04   18580/18580       sub_10062c20() [60]
                0.02    0.01   18580/18580       sub_10001000() [69]
                0.02    0.00   46648/46648       sub_10064ba0() [80]
                0.02    0.00   36992/36992       sub_10057220() [81]
                0.01    0.00   60174/60294       sub_1005f680() [86]
                0.02    0.00  204582/356658      fpuinsns::fstpst(int) [64]
                0.01    0.00   23225/23225       sub_10019f10() [110]
                0.01    0.00   20058/20058       sub_1005fc00() [111]
                0.01    0.00    3266/3266        sub_10060b80() [117]
                0.01    0.00  457558/482961      fpuinsns::fmulpst(int) [101]
                0.00    0.00  218504/5843051     fpuinsns::fldst(int) [27]
                0.00    0.00  149375/4378113     fpuinsns::fppush(double) [31]
                0.00    0.00  670544/4238518     fpuinsns::fxchst2(int, int) [76]
                0.00    0.00  248335/10581981     fpuinsns::fppop() [30]
                0.00    0.00   73648/1559196     fpuinsns::fmulst(int) [77]
                0.00    0.00   70242/1505268     fpuinsns::fsubrpst(int) [78]
                0.00    0.00   60148/5633464     fpuinsns::faddst(int) [41]
                0.00    0.00    9798/9942        sub_100609d0() [203]
                0.00    0.00  171856/247678      fpuinsns::fsubpst(int) [389]
                0.00    0.00  148640/148876      sub_10065960() [390]
                0.00    0.00  102052/102052      sub_10065a60() [392]
                0.00    0.00   78992/79042       fpuinsns::faddpst(int) [394]
                0.00    0.00   73648/73648       fpuinsns::fabs() [395]
                0.00    0.00   60148/60148       fpuinsns::fsubst(int) [397]
                0.00    0.00   46648/46648       fpuinsns::fchs() [400]
                0.00    0.00   46282/46546       sub_10056df0() [401]
                0.00    0.00   28818/28818       fpuinsns::fcomst(int) [406]
                0.00    0.00   27702/27702       sub_100574a0() [408]
                0.00    0.00   23324/23324       fpuinsns::fsubrst(int) [411]
