Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00      20/20          sub_10069830() [655]
[609]    0.0    0.00    0.00      20         sub_10069e40() [609]
                0.00    0.00      20/80          sub_10069c30() [520]
                0.00    0.00      20/20          sub_10069cc0() [607]
-----------------------------------------------
                0.00    0.00      20/20          sub_1006a010() [87]
[610]    0.0    0.00    0.00      20         sub_1006d140() [610]
                0.00    0.00      20/48          sub_1006f1a0() [532]
-----------------------------------------------
                0.00    0.00       4/20          sub_1006c1c0() [135]
                0.00    0.00      16/20          sub_1006cc20() [622]
[611]    0.0    0.00    0.00      20         sub_1006f1d0() [611]
-----------------------------------------------
                0.00    0.00      19/19          sub_100574c0() [613]
[612]    0.0    0.00    0.00      19         sub_10056db0() [612]
-----------------------------------------------
                0.00    0.00       1/19          sub_10009760() [356]
                0.00    0.00      18/19          sub_100ca661() <cycle 3> [282]
[613]    0.0    0.00    0.00      19         sub_100574c0() [613]
                0.00    0.00     304/95431       sub_100ca3c0() [393]
                0.00    0.00      19/246         sub_10058870() [486]
                0.00    0.00      19/246         sub_10007190() [484]
                0.00    0.00      19/19          sub_10056db0() [612]
-----------------------------------------------
                0.00    0.00      18/18          indirectCall(int, int, int, int) [176]
[614]    0.0    0.00    0.00      18         kernel32::GetProcAddress() [614]
-----------------------------------------------
                0.00    0.00      17/17          sub_1001a530() [541]
[615]    0.0    0.00    0.00      17         sub_10060af0() [615]
-----------------------------------------------
                0.00    0.00      17/17          sub_1001a530() [541]
[616]    0.0    0.00    0.00      17         sub_10061c80() [616]
-----------------------------------------------
                0.00    0.00       2/17          sub_1004b690() [357]
                0.00    0.00       3/17          sub_10007d90() [143]
                0.00    0.00       3/17          sub_1000c600() [15]
                0.00    0.00       9/17          sub_10019620() [17]
[617]    0.0    0.00    0.00      17         sub_100c9860() [617]
-----------------------------------------------
                0.00    0.00      17/17          sub_100599b0() [233]
[618]    0.0    0.00    0.00      17         fpuinsns::fsqrt() [618]
-----------------------------------------------
                0.00    0.00       8/16          sub_10019620() [17]
                0.00    0.00       8/16          sub_1000a710() [11]
[619]    0.0    0.00    0.00      16         sub_10019570() [619]
                0.00    0.00      32/105485      sub_100c8680() [391]
-----------------------------------------------
                0.00    0.00       4/16          sub_10004fe0() [761]
                0.00    0.00      12/16          sub_10004bc0() [719]
[620]    0.0    0.00    0.00      16         sub_10055070() [620]
-----------------------------------------------
                0.00    0.00      16/16          sub_10056550() [208]
[621]    0.0    0.00    0.00      16         sub_100580e0() [621]
                0.00    0.00      64/105485      sub_100c8680() [391]
                0.00    0.00      16/80          sub_10057fa0() [519]
-----------------------------------------------
                0.00    0.00       4/16          sub_1006d250() [716]
                0.00    0.00       6/16          sub_1006d160() [679]
                0.00    0.00       6/16          sub_1006d180() [680]
[622]    0.0    0.00    0.00      16         sub_1006cc20() [622]
                0.00    0.00      16/20          sub_1006f1d0() [611]
                0.00    0.00      16/30          sub_1006f980() [582]
-----------------------------------------------
                0.00    0.00      16/16          sub_1006a4e0() [56]
[623]    0.0    0.00    0.00      16         sub_1006d6f0() [623]
                0.00    0.00      32/810         sub_100ca3f6() [450]
-----------------------------------------------
                0.00    0.00      14/14          sub_1004c2a0() [625]
[624]    0.0    0.00    0.00      14         sub_1004c1f0() [624]
                0.00    0.00      28/42          sub_1004c150() [537]
-----------------------------------------------
                0.00    0.00      14/14          sub_1000c600() [15]
[625]    0.0    0.00    0.00      14         sub_1004c2a0() [625]
                0.00    0.00      14/105485      sub_100c8680() [391]
                0.00    0.00      14/42          sub_1004c150() [537]
                0.00    0.00      14/14          sub_1004c1f0() [624]
-----------------------------------------------
                0.00    0.00      14/14          sub_1006a4e0() [56]
[626]    0.0    0.00    0.00      14         sub_1006fa20() [626]
                0.00    0.00      14/44          sub_1006f1e0() [536]
-----------------------------------------------
                0.00    0.00      13/13          sub_1006a4e0() [56]
[627]    0.0    0.00    0.00      13         sub_100cd50a() [627]
-----------------------------------------------
                0.00    0.00       4/12          sub_10007be0() [74]
                0.00    0.00       8/12          sub_100016e0() [54]
[628]    0.0    0.00    0.00      12         sub_10055430() [628]
-----------------------------------------------
                0.00    0.00      12/12          sub_10001670() [718]
[629]    0.0    0.00    0.00      12         sub_10055480() [629]
-----------------------------------------------
                0.00    0.00      12/12          sub_10004bc0() [719]
[630]    0.0    0.00    0.00      12         sub_10058050() [630]
-----------------------------------------------
                                 188             sub_100584c0() <cycle 5> [631]
                                   1             sub_10062390() <cycle 5> [98]
                                  10             sub_1005c860() <cycle 5> [648]
                0.00    0.01       1/1           sub_1005f520() [97]
[631]    0.0    0.00    0.00      12+188     sub_100584c0() <cycle 5> [631]
                0.00    0.00      30/30          sub_1005cdf0() [578]
                                  10             sub_1005c860() <cycle 5> [648]
                                   1             sub_10062390() <cycle 5> [98]
                                 188             sub_100584c0() <cycle 5> [631]
-----------------------------------------------
                0.00    0.00       4/12          sub_10007be0() [74]
                0.00    0.00       8/12          sub_100016e0() [54]
[632]    0.0    0.00    0.00      12         sub_10066d40() [632]
-----------------------------------------------
                0.00    0.00       4/12          sub_10068830() [99]
                0.00    0.00       4/12          sub_10068810() [156]
                0.00    0.00       4/12          sub_1006a370() [157]
[633]    0.0    0.00    0.00      12         sub_1006cc10() [633]
-----------------------------------------------
                                  10             sub_100ca661() <cycle 3> [282]
[634]    0.0    0.00    0.00      10         sub_100076c0() <cycle 3> [634]
                0.00    0.00      10/10          sub_1005b640() [642]
                0.00    0.00      10/10          sub_10059060() [640]
                0.00    0.00      10/10          sub_100597a0() [641]
                0.00    0.00      10/10          sub_1005cae0() [649]
                0.00    0.00      10/10          sub_1005b750() [643]
                0.00    0.00      10/10          sub_1005c6c0() [646]
                0.00    0.00      10/10          sub_1005c0e0() [644]
                0.00    0.00      10/10          sub_1005f0b0() [651]
                                  30             sub_1005d150() <cycle 3> [580]
-----------------------------------------------
                0.00    0.00       1/10          sub_10003dd0() [317]
                0.00    0.00       1/10          sub_10007d90() [143]
                0.00    0.00       1/10          sub_10008670() [151]
                0.00    0.00       1/10          sub_10073330() [46]
                0.00    0.00       1/10          sub_1000c600() [15]
                0.00    0.00       2/10          sub_100078b0() [343]
                0.00    0.00       3/10          sub_10019620() [17]
[635]    0.0    0.00    0.00      10         sub_10049d80() [635]
-----------------------------------------------
                0.00    0.00       1/10          sub_10007d90() [143]
                0.00    0.00       9/10          sub_1000c600() [15]
[636]    0.0    0.00    0.00      10         sub_1004b6d0() [636]
-----------------------------------------------
                0.00    0.00       1/10          sub_10007d90() [143]
                0.00    0.00       9/10          sub_1000c600() [15]
[637]    0.0    0.00    0.00      10         sub_1004b950() [637]
-----------------------------------------------
                0.00    0.00      10/10          sub_1004b6f0() [88]
[638]    0.0    0.00    0.00      10         sub_1004fc40() [638]
                0.00    0.00      10/20          sub_10052010() [602]
                0.00    0.00      10/10          sub_100523c0() [639]
-----------------------------------------------
                0.00    0.00      10/10          sub_1004fc40() [638]
[639]    0.0    0.00    0.00      10         sub_100523c0() [639]
                0.00    0.00      10/20          sub_10052010() [602]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[640]    0.0    0.00    0.00      10         sub_10059060() [640]
                0.00    0.00    2410/11722       sub_100caaf0() [420]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
                0.00    0.00      10/692         sub_10058230() [459]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[641]    0.0    0.00    0.00      10         sub_100597a0() [641]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[642]    0.0    0.00    0.00      10         sub_1005b640() [642]
                0.00    0.00      30/105485      sub_100c8680() [391]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[643]    0.0    0.00    0.00      10         sub_1005b750() [643]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[644]    0.0    0.00    0.00      10         sub_1005c0e0() [644]
                0.00    0.00      80/320         sub_1005bd60() [479]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
                0.00    0.00      10/40          sub_10058160() [554]
-----------------------------------------------
                0.00    0.00      10/10          sub_1005c6c0() [646]
[645]    0.0    0.00    0.00      10         sub_1005c280() [645]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[646]    0.0    0.00    0.00      10         sub_1005c6c0() [646]
                0.00    0.00      20/20          sub_10068190() [605]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
                0.00    0.00      10/10          sub_1005c280() [645]
-----------------------------------------------
                                  10             sub_10058480() <cycle 6> [527]
[647]    0.0    0.00    0.00      10         sub_1005c800() <cycle 6> [647]
                0.00    0.00      20/40263       sub_10007230() [402]
                0.00    0.00      10/20          sub_10068200() [606]
                                  10             sub_10058480() <cycle 6> [527]
-----------------------------------------------
                                  10             sub_100584c0() <cycle 5> [631]
[648]    0.0    0.00    0.00      10         sub_1005c860() <cycle 5> [648]
                0.00    0.00      10/40263       sub_10007230() [402]
                                  10             sub_100584c0() <cycle 5> [631]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[649]    0.0    0.00    0.00      10         sub_1005cae0() [649]
                0.00    0.00      70/262         sub_10068250() [482]
                0.00    0.00      70/40263       sub_10007230() [402]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
                0.00    0.00      10/10          sub_100684e0() [654]
                0.00    0.00      10/10          sub_10068230() [652]
                0.00    0.00      10/20          sub_10068200() [606]
-----------------------------------------------
                0.00    0.00      10/10          sub_1005f0b0() [651]
[650]    0.0    0.00    0.00      10         sub_1005ea40() [650]
-----------------------------------------------
                0.00    0.00      10/10          sub_100076c0() <cycle 3> [634]
[651]    0.0    0.00    0.00      10         sub_1005f0b0() [651]
                0.00    0.00      70/280         sub_1005eaa0() [480]
                0.00    0.00      10/246         sub_10058870() [486]
                0.00    0.00      10/246         sub_10007190() [484]
                0.00    0.00      10/40          sub_10058160() [554]
                0.00    0.00      10/10          sub_1005ea40() [650]
-----------------------------------------------
                0.00    0.00      10/10          sub_1005cae0() [649]
[652]    0.0    0.00    0.00      10         sub_10068230() [652]
-----------------------------------------------
                0.00    0.00      10/10          sub_100684e0() [654]
[653]    0.0    0.00    0.00      10         sub_10068430() [653]
                0.00    0.00      10/10          sub_100699a0() [656]
-----------------------------------------------
                0.00    0.00      10/10          sub_1005cae0() [649]
[654]    0.0    0.00    0.00      10         sub_100684e0() [654]
                0.00    0.00      10/29360       sub_100c8749() [405]
                0.00    0.00      10/10          sub_10068430() [653]
-----------------------------------------------
                0.00    0.00      10/10          sub_100699a0() [656]
[655]    0.0    0.00    0.00      10         sub_10069830() [655]
                0.00    0.00      20/20          sub_10069e40() [609]
                0.00    0.00      20/20          sub_10069da0() [608]
                0.00    0.00      10/30          sub_10069750() [581]
                0.00    0.00      10/44          sub_10069030() [535]
-----------------------------------------------
                0.00    0.00      10/10          sub_10068430() [653]
[656]    0.0    0.00    0.00      10         sub_100699a0() [656]
                0.00    0.00      10/29360       sub_100c8749() [405]
                0.00    0.00      10/10          sub_10069830() [655]
-----------------------------------------------
                0.00    0.00      10/10          sub_1006a010() [87]
[657]    0.0    0.00    0.00      10         sub_1006ef80() [657]
-----------------------------------------------
                0.00    0.00       1/9           sub_10007be0() [74]
                0.00    0.00       8/9           sub_100608b0() [325]
[658]    0.0    0.00    0.00       9         sub_100071e0() [658]
-----------------------------------------------
                                 221             sub_10058500() <cycle 2> [659]
                                   8             sub_10064b00() <cycle 2> [666]
                0.00    0.00       1/1           sub_10056390() [782]
[659]    0.0    0.00    0.00       9+221     sub_10058500() <cycle 2> [659]
                                   8             sub_10064b00() <cycle 2> [666]
                                 221             sub_10058500() <cycle 2> [659]
-----------------------------------------------
                0.00    0.00       1/8           sub_100e45f0() [809]
                0.00    0.00       1/8           sub_100e4610() [810]
                0.00    0.00       1/8           sub_100e4630() [811]
                0.00    0.00       1/8           sub_100e4650() [812]
                0.00    0.00       1/8           sub_100e4670() [813]
                0.00    0.00       1/8           sub_100e4690() [814]
                0.00    0.00       1/8           sub_100e46b0() [815]
                0.00    0.00       1/8           sub_100e4ef0() [861]
[660]    0.0    0.00    0.00       8         sub_100044e0() [660]
-----------------------------------------------
                0.00    0.00       8/8           sub_1000c600() [15]
[661]    0.0    0.00    0.00       8         sub_1004c430() [661]
-----------------------------------------------
                0.00    0.00       8/8           sub_10064a10() [663]
[662]    0.0    0.00    0.00       8         sub_10058340() [662]
-----------------------------------------------
                0.00    0.00       8/8           sub_10064c50() [667]
[663]    0.0    0.00    0.00       8         sub_10064a10() [663]
                0.00    0.00       8/8           sub_10058340() [662]
-----------------------------------------------
                                   8             sub_10058690() <cycle 4> [264]
[664]    0.0    0.00    0.00       8         sub_10064a70() <cycle 4> [664]
                0.00    0.00       8/29360       sub_100c8749() [405]
                                   8             sub_10058690() <cycle 4> [264]
-----------------------------------------------
                                   8             sub_10058480() <cycle 6> [527]
[665]    0.0    0.00    0.00       8         sub_10064ad0() <cycle 6> [665]
                0.00    0.00       8/24          sub_10064b20() [594]
                                   8             sub_10058480() <cycle 6> [527]
-----------------------------------------------
                                   8             sub_10058500() <cycle 2> [659]
[666]    0.0    0.00    0.00       8         sub_10064b00() <cycle 2> [666]
                0.00    0.00       8/24          sub_10064b20() [594]
                                   8             sub_10058500() <cycle 2> [659]
-----------------------------------------------
                0.00    0.00       8/8           sub_1000bf80() <cycle 3> [694]
[667]    0.0    0.00    0.00       8         sub_10064c50() [667]
                0.00    0.00       8/246         sub_10058870() [486]
                0.00    0.00       8/246         sub_10007190() [484]
                0.00    0.00       8/40          sub_10058160() [554]
                0.00    0.00       8/8           sub_10064a10() [663]
                0.00    0.00       8/22          sub_100ca6c6() [597]
                0.00    0.00       8/24          sub_10064b20() [594]
-----------------------------------------------
                0.00    0.00       1/8           sub_10067920() [796]
                0.00    0.00       3/8           sub_1001a500() [720]
                0.00    0.00       4/8           sub_10055620() [702]
[668]    0.0    0.00    0.00       8         sub_100677c0() [668]
                0.00    0.00       8/105485      sub_100c8680() [391]
-----------------------------------------------
                0.00    0.00       4/8           sub_1006d250() [716]
                0.00    0.00       4/8           sub_1006d1a0() [715]
[669]    0.0    0.00    0.00       8         sub_1006cc80() [669]
-----------------------------------------------
                0.00    0.00       4/8           sub_100689f0() [751]
                0.00    0.00       4/8           sub_1006a190() [754]
[670]    0.0    0.00    0.00       8         sub_1006efa0() [670]
-----------------------------------------------
                0.00    0.00       4/8           sub_1006d250() [716]
                0.00    0.00       4/8           sub_1006c600() [42]
[671]    0.0    0.00    0.00       8         sub_1006f930() [671]
-----------------------------------------------
                0.00    0.00       8/8           sub_10019620() [17]
[672]    0.0    0.00    0.00       8         sub_100ca881() [672]
-----------------------------------------------
                0.00    0.00       3/7           sub_1001d3a0() [721]
                0.00    0.00       4/7           sub_1001d160() [696]
[673]    0.0    0.00    0.00       7         sub_10026b60() [673]
-----------------------------------------------
                0.00    0.00       6/6           sub_10007490() [329]
[674]    0.0    0.00    0.00       6         sub_1001d700() [674]
                0.00    0.00       6/69          sub_10026fb0() [526]
-----------------------------------------------
                0.00    0.00       6/6           sub_10007490() [329]
[675]    0.0    0.00    0.00       6         sub_1001d730() [675]
                0.00    0.00       6/618         sub_10026cc0() [460]
-----------------------------------------------
                0.00    0.00       6/6           sub_10052ec0() [726]
[676]    0.0    0.00    0.00       6         sub_10054730() [676]
-----------------------------------------------
                0.00    0.00       1/6           sub_10062860() <cycle 6> [689]
                0.00    0.00       5/6           sub_10007ce0() [34]
[677]    0.0    0.00    0.00       6         sub_10062760() [677]
                0.00    0.00      24/2596        sub_10068620() [438]
                0.00    0.00      18/95431       sub_100ca3c0() [393]
                0.00    0.00      12/11722       sub_100caaf0() [420]
                0.00    0.00       6/40263       sub_10007230() [402]
-----------------------------------------------
                0.00    0.00       1/6           sub_1006bf90() [179]
                0.00    0.00       1/6           sub_1006c600() [42]
                0.00    0.00       2/6           sub_100689e0() [180]
                0.00    0.00       2/6           sub_1006be50() [70]
[678]    0.0    0.00    0.00       6         sub_1006a220() [678]
                0.00    0.00      72/120         sub_1006df10() [501]
-----------------------------------------------
                0.00    0.00       2/6           sub_10068810() [156]
                0.00    0.00       2/6           sub_1006a370() [157]
                0.00    0.00       2/6           sub_1006c1c0() [135]
[679]    0.0    0.00    0.00       6         sub_1006d160() [679]
                0.00    0.00       6/16          sub_1006cc20() [622]
-----------------------------------------------
                0.00    0.00       2/6           sub_10068810() [156]
                0.00    0.00       2/6           sub_1006a370() [157]
                0.00    0.00       2/6           sub_1006c1c0() [135]
[680]    0.0    0.00    0.00       6         sub_1006d180() [680]
                0.00    0.00       6/16          sub_1006cc20() [622]
-----------------------------------------------
                0.00    0.00       1/6           sub_1006c600() [42]
                0.00    0.00       5/6           sub_1006bc30() [159]
[681]    0.0    0.00    0.00       6         sub_1006e8f0() [681]
                0.00    0.00       6/26          sub_1006e360() [586]
-----------------------------------------------
                0.00    0.00       5/5           sub_10004bc0() [719]
[682]    0.0    0.00    0.00       5         sub_10019eb0() [682]
-----------------------------------------------
                0.00    0.00       5/5           sub_100074f0() [234]
[683]    0.0    0.00    0.00       5         sub_1001d760() [683]
                0.00    0.00       5/69          sub_10026fb0() [526]
-----------------------------------------------
                0.00    0.00       5/5           sub_1000c580() [72]
[684]    0.0    0.00    0.00       5         sub_1001d7f0() [684]
                0.00    0.00       5/69          sub_10026fb0() [526]
-----------------------------------------------
                0.00    0.00       5/5           sub_10050850() [196]
[685]    0.0    0.00    0.00       5         sub_1004e300() [685]
-----------------------------------------------
                                   1             sub_1004d750() <cycle 1> [453]
                                   4             sub_1004d820() <cycle 1> [455]
[686]    0.0    0.00    0.00       5         sub_1004e340() <cycle 1> [686]
                                   5             sub_1004d750() <cycle 1> [453]
-----------------------------------------------
                0.00    0.00       1/5           sub_10007be0() [74]
                0.00    0.00       2/5           sub_100016e0() [54]
                0.00    0.00       2/5           sub_1000a710() [11]
[687]    0.0    0.00    0.00       5         sub_100557c0() [687]
-----------------------------------------------
                0.00    0.00       1/5           sub_10009760() [356]
                0.00    0.00       4/5           sub_1000bf80() <cycle 3> [694]
[688]    0.0    0.00    0.00       5         sub_10059860() [688]
                0.00    0.00      10/105485      sub_100c8680() [391]
                0.00    0.00       5/246         sub_10058870() [486]
                0.00    0.00       5/246         sub_10007190() [484]
-----------------------------------------------
                                   5             sub_10058480() <cycle 6> [527]
[689]    0.0    0.00    0.00       5         sub_10062860() <cycle 6> [689]
                0.00    0.00      10/40263       sub_10007230() [402]
                0.00    0.00       1/6           sub_10062760() [677]
                                   5             sub_10058480() <cycle 6> [527]
-----------------------------------------------
                0.00    0.00       5/5           sub_1006a010() [87]
[690]    0.0    0.00    0.00       5         sub_10069ee0() [690]
-----------------------------------------------
                0.00    0.00       5/5           sub_1006a010() [87]
[691]    0.0    0.00    0.00       5         sub_1006dce0() [691]
                0.00    0.00      30/56          sub_1006fab0() [528]
-----------------------------------------------
                0.00    0.00       5/5           loadOverlay(char const*, int) [58]
[692]    0.0    0.00    0.00       5         GetFileContents(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [692]
-----------------------------------------------
                                   4             sub_100ca661() <cycle 3> [282]
[693]    0.0    0.00    0.00       4         sub_10009670() <cycle 3> [693]
                                   8             sub_100ca661() <cycle 3> [282]
-----------------------------------------------
                                   4             sub_100ca661() <cycle 3> [282]
[694]    0.0    0.00    0.00       4         sub_1000bf80() <cycle 3> [694]
                0.00    0.00       8/8           sub_10064c50() [667]
                0.00    0.00       8/40          sub_10065780() [555]
                0.00    0.00       4/4           sub_10066c80() [708]
                0.00    0.00       4/4           sub_10064dc0() [706]
                0.00    0.00       4/20          sub_100655b0() [603]
                0.00    0.00       4/4           sub_10064570() [705]
                0.00    0.00       4/5           sub_10059860() [688]
                0.00    0.00       4/4           sub_100554b0() [701]
                                  16             sub_100ca661() <cycle 3> [282]
                                   4             sub_10065e70() <cycle 3> [707]
                                   4             sub_10063e30() <cycle 3> [275]
-----------------------------------------------
                0.00    0.00       1/4           sub_10015070() [14]
                0.00    0.00       3/4           sub_10019620() [17]
[695]    0.0    0.00    0.00       4         sub_1000c430() [695]
-----------------------------------------------
                0.00    0.00       4/4           sub_1000c600() [15]
[696]    0.0    0.00    0.00       4         sub_1001d160() [696]
                0.00    0.00       4/7           sub_10026b60() [673]
-----------------------------------------------
                0.00    0.00       4/4           sub_1000b930() [92]
[697]    0.0    0.00    0.00       4         sub_1001d7c0() [697]
                0.00    0.00       4/69          sub_10026fb0() [526]
-----------------------------------------------
                0.00    0.00       4/4           sub_10025c00() [321]
[698]    0.0    0.00    0.00       4         sub_10022be0() [698]
-----------------------------------------------
                0.00    0.00       4/4           sub_1004a6d0() [377]
[699]    0.0    0.00    0.00       4         sub_10049e10() [699]
-----------------------------------------------
                0.00    0.00       4/4           sub_10004bc0() [719]
[700]    0.0    0.00    0.00       4         sub_10055040() [700]
-----------------------------------------------
                0.00    0.00       4/4           sub_1000bf80() <cycle 3> [694]
[701]    0.0    0.00    0.00       4         sub_100554b0() [701]
                0.00    0.00       4/105485      sub_100c8680() [391]
-----------------------------------------------
                0.00    0.00       1/4           sub_10056550() [208]
                0.00    0.00       3/4           sub_10001670() [718]
[702]    0.0    0.00    0.00       4         sub_10055620() [702]
                0.00    0.00      64/80          sub_10057fa0() [519]
                0.00    0.00       4/8           sub_100677c0() [668]
-----------------------------------------------
                0.00    0.00       4/4           sub_1001c7f0() [21]
[703]    0.0    0.00    0.00       4         sub_10055f40() [703]
                0.00    0.00       4/4           sub_10067eb0() [710]
                0.00    0.00       4/4           sub_10067e60() [709]
                0.00    0.00       4/95431       sub_100ca3c0() [393]
-----------------------------------------------
                0.00    0.00       4/4           sub_10004fe0() [761]
[704]    0.0    0.00    0.00       4         sub_10057ea0() [704]
-----------------------------------------------
                0.00    0.00       4/4           sub_1000bf80() <cycle 3> [694]
[705]    0.0    0.00    0.00       4         sub_10064570() [705]
                0.00    0.00       4/246         sub_10058870() [486]
                0.00    0.00       4/246         sub_10007190() [484]
-----------------------------------------------
                0.00    0.00       4/4           sub_1000bf80() <cycle 3> [694]
[706]    0.0    0.00    0.00       4         sub_10064dc0() [706]
                0.00    0.00      12/36          sub_10069a90() [565]
                0.00    0.00       4/246         sub_10058870() [486]
                0.00    0.00       4/246         sub_10007190() [484]
                0.00    0.00       4/40          sub_10058160() [554]
-----------------------------------------------
                                   4             sub_1000bf80() <cycle 3> [694]
[707]    0.0    0.00    0.00       4         sub_10065e70() <cycle 3> [707]
                0.00    0.00       4/246         sub_10058870() [486]
                0.00    0.00       4/22          sub_100ca6c6() [597]
                0.00    0.00       4/246         sub_10007190() [484]
                0.00    0.00       4/40          sub_10058160() [554]
                0.00    0.00       4/105485      sub_100c8680() [391]
                                   4             sub_100ca661() <cycle 3> [282]
-----------------------------------------------
                0.00    0.00       4/4           sub_1000bf80() <cycle 3> [694]
[708]    0.0    0.00    0.00       4         sub_10066c80() [708]
                0.00    0.00      12/36          sub_10069a90() [565]
                0.00    0.00       4/246         sub_10058870() [486]
                0.00    0.00       4/246         sub_10007190() [484]
                0.00    0.00       4/40          sub_10058160() [554]
                0.00    0.00       4/105485      sub_100c8680() [391]
-----------------------------------------------
                0.00    0.00       4/4           sub_10055f40() [703]
[709]    0.0    0.00    0.00       4         sub_10067e60() [709]
-----------------------------------------------
                0.00    0.00       4/4           sub_10055f40() [703]
[710]    0.0    0.00    0.00       4         sub_10067eb0() [710]
-----------------------------------------------
                0.00    0.00       4/4           sub_10055810() [429]
[711]    0.0    0.00    0.00       4         sub_10067ef0() [711]
-----------------------------------------------
                0.00    0.00       4/4           sub_10062820() [790]
[712]    0.0    0.00    0.00       4         sub_10068590() [712]
-----------------------------------------------
                0.00    0.00       2/4           sub_10068a30() [181]
                0.00    0.00       2/4           sub_10068ac0() [182]
[713]    0.0    0.00    0.00       4         sub_1006a2f0() [713]
-----------------------------------------------
                0.00    0.00       2/4           sub_10068a30() [181]
                0.00    0.00       2/4           sub_10068ac0() [182]
[714]    0.0    0.00    0.00       4         sub_1006a320() [714]
-----------------------------------------------
                0.00    0.00       4/4           sub_10068830() [99]
[715]    0.0    0.00    0.00       4         sub_1006d1a0() [715]
                0.00    0.00       8/29360       sub_100c8749() [405]
                0.00    0.00       4/810         sub_100ca3f6() [450]
                0.00    0.00       4/8           sub_1006cc80() [669]
                0.00    0.00       4/48          sub_1006f1a0() [532]
-----------------------------------------------
                0.00    0.00       4/4           sub_1006c600() [42]
[716]    0.0    0.00    0.00       4         sub_1006d250() [716]
                0.00    0.00       4/29360       sub_100c8749() [405]
                0.00    0.00       4/8           sub_1006f930() [671]
                0.00    0.00       4/48          sub_1006f1a0() [532]
                0.00    0.00       4/8           sub_1006cc80() [669]
                0.00    0.00       4/16          sub_1006cc20() [622]
-----------------------------------------------
                0.00    0.00       4/4           indirectCall(int, int, int, int) [176]
[717]    0.0    0.00    0.00       4         kernel32::CloseHandle() [717]
-----------------------------------------------
                0.00    0.00       1/3           sub_10007a70() [762]
                0.00    0.00       2/3           sub_1000a710() [11]
[718]    0.0    0.00    0.00       3         sub_10001670() [718]
                0.00    0.00      12/12          sub_10055480() [629]
                0.00    0.00       3/4           sub_10055620() [702]
-----------------------------------------------
                0.00    0.00       3/3           sub_10055810() [429]
[719]    0.0    0.00    0.00       3         sub_10004bc0() [719]
                0.00    0.00      12/12          sub_10058050() [630]
                0.00    0.00      12/16          sub_10055070() [620]
                0.00    0.00       5/5           sub_10019eb0() [682]
                0.00    0.00       4/86          sub_1001b220() [507]
                0.00    0.00       4/4           sub_10055040() [700]
-----------------------------------------------
                0.00    0.00       1/3           sub_10007be0() [74]
                0.00    0.00       2/3           sub_1000a710() [11]
[720]    0.0    0.00    0.00       3         sub_1001a500() [720]
                0.00    0.00       3/8           sub_100677c0() [668]
-----------------------------------------------
                0.00    0.00       1/3           sub_100370b0() [45]
                0.00    0.00       2/3           sub_1000a710() [11]
[721]    0.0    0.00    0.00       3         sub_1001d3a0() [721]
                0.00    0.00       3/7           sub_10026b60() [673]
-----------------------------------------------
                0.00    0.00       1/3           sub_10007d90() [143]
                0.00    0.00       1/3           sub_1007a4b0() [47]
                0.00    0.00       1/3           sub_1000c600() [15]
[722]    0.0    0.00    0.00       3         sub_10049ed0() [722]
-----------------------------------------------
                0.00    0.00       1/3           sub_10009970() [32]
                0.00    0.00       2/3           sub_1004b690() [357]
[723]    0.0    0.00    0.00       3         sub_1004c330() [723]
-----------------------------------------------
                0.00    0.00       3/3           sub_10052ce0() [725]
[724]    0.0    0.00    0.00       3         sub_10052c90() [724]
-----------------------------------------------
                0.00    0.00       3/3           sub_1004a6d0() [377]
[725]    0.0    0.00    0.00       3         sub_10052ce0() [725]
                0.00    0.00       3/3           sub_10052c90() [724]
                0.00    0.00       3/3           sub_100542a0() [728]
-----------------------------------------------
                0.00    0.00       3/3           sub_1004a6d0() [377]
[726]    0.0    0.00    0.00       3         sub_10052ec0() [726]
                0.00    0.00       6/6           sub_10054730() [676]
                0.00    0.00       3/3           sub_100542d0() [730]
-----------------------------------------------
                0.00    0.00       3/3           sub_1004a6d0() [377]
